episode,step,total_reward,power_max_w,velocity,gradient,percent_complete,AWC,ghost_percent_complete,position,action,power_agent_w,reward
2,50,-50.0,274.17913698814016,5.121589867886108,0.0,0.7864574072716995,2237.1443822421475,0.7864574072716995,314.5829629086798,1.0,275.589484128877,-1.0
2,51,-51.0,272.8396140860622,5.733484908267647,0.0,0.8007911195423687,2196.965245254007,0.8007911195423687,320.31644781694746,1.0,274.17913698814016,-1.0
2,52,-52.0,271.56623263101454,6.255210061458138,0.0,0.8164291446960139,2158.125631167945,0.8164291446960139,326.5716578784056,1.0,272.8396140860622,-1.0
2,53,-53.0,270.3546917556981,6.707718754611556,0.0,0.8331984415825429,2120.5593985369305,0.8331984415825429,333.27937663301714,1.0,271.56623263101454,-1.0
2,54,-54.0,269.2010356439801,7.104517068282308,0.0,0.8509597342532486,2084.2047067812323,0.8509597342532486,340.3838937012994,1.0,270.3546917556981,-1.0
2,55,-55.0,268.1016207539532,7.455049827244309,0.0,0.8695973588213594,2049.0036711372522,0.8695973588213594,347.8389435285437,1.0,269.2010356439801,-1.0
2,56,-56.0,267.05308662435334,7.766320478558492,0.0,0.8890131600177555,2014.902050383299,0.8890131600177555,355.6052640071022,1.0,268.1016207539532,-1.0
2,57,-57.0,266.0523298227124,8.043754293723294,0.0,0.9091225457520637,1981.8489637589455,0.9091225457520637,363.6490183008255,1.0,267.05308662435334,-1.0
2,58,-58.0,265.0964806540168,8.291696475250227,0.0,0.9298517869401892,1949.796633936233,0.9298517869401892,371.9407147760757,1.0,266.0523298227124,-1.0
2,59,-59.0,264.1828822999855,8.51371795603758,0.0,0.9511360818302832,1918.7001532822164,0.9511360818302832,380.4544327321133,1.0,265.0964806540168,-1.0
2,60,-60.0,263.30907210284636,8.71281281137359,0.0,0.9729181138587171,1888.517270982231,0.9729181138587171,389.16724554348684,1.0,264.1828822999855,-1.0
2,61,-61.0,262.47276474488484,8.891531189484104,0.0,0.9951469418324274,1859.2081988793846,0.9951469418324274,398.05877673297095,1.0,263.30907210284636,-1.0
2,62,-62.0,261.6718371070788,9.052072138463263,0.0,1.0,1830.7354341344997,1.0,400,1.0,262.47276474488484,-1.0
3,1,-1.0,830.5894722024044,5.135237782782243,15.0,0.012838094456955607,9069.026652,0.012838094456955607,5.135237782782243,1.0,922.973348,-1.0
3,2,-2.0,755.961947872851,5.8272973425906045,15.0,0.027406337813432116,8472.437179797596,0.027406337813432116,10.962535125372847,1.0,830.5894722024044,-1.0
3,3,-3.0,694.7564879275687,6.082448488340906,15.0,0.042612459034284386,7950.4752319247455,0.042612459034284386,17.044983613713754,1.0,755.961947872851,-1.0
3,4,-4.0,643.897561160472,6.113365299949777,15.0,0.05789587228415883,7489.718743997177,0.05789587228415883,23.15834891366353,1.0,694.7564879275687,-1.0
3,5,-5.0,601.1506645871276,6.015453802271468,15.0,0.0729345067898375,7079.821182836705,0.0729345067898375,29.173802715934997,1.0,643.897561160472,-1.0
3,6,-6.0,564.8587605980133,5.842023654350884,15.0,0.0875395659257147,6712.670518249577,0.0875395659257147,35.01582637028588,1.0,601.1506645871276,-1.0
3,7,-7.0,533.7708162132967,5.626329259545787,15.0,0.10160538907457915,6381.811757651563,0.10160538907457915,40.64215562983166,1.0,564.8587605980133,-1.0
3,8,-8.0,506.92724825862695,5.390402772530419,15.0,0.11508139600590521,6082.040941438267,0.11508139600590521,46.032558402362085,1.0,533.7708162132967,-1.0
3,9,-9.0,483.58157479632354,5.149260714176756,15.0,0.1279545477913471,5809.11369317964,0.1279545477913471,51.18181911653884,1.0,506.92724825862695,-1.0
3,10,-10.0,463.14570549963145,4.913144051112057,15.0,0.14023740791912723,5559.532118383317,0.14023740791912723,56.094963167650896,1.0,483.58157479632354,-1.0
3,11,-11.0,445.15102392421744,4.688823841347778,15.0,0.15195946752249667,5330.386412883685,0.15195946752249667,60.78378700899867,1.0,463.14570549963145,-1.0
3,12,-12.0,429.22023816763175,4.480441439531826,15.0,0.16316057112132626,5119.235388959468,0.16316057112132626,65.2642284485305,1.0,445.15102392421744,-1.0
3,13,-13.0,415.0467112834141,4.2901178373537405,15.0,0.1738858657147106,4924.015150791836,0.1738858657147106,69.55434628588424,1.0,429.22023816763175,-1.0
3,14,-14.0,402.3790747380801,4.118449596381347,15.0,0.18418198970566396,4742.968439508422,0.18418198970566396,73.67279588226559,1.0,415.0467112834141,-1.0
3,15,-15.0,391.00963053286125,3.9649411669594232,15.0,0.19409434262306252,4574.589364770342,0.19409434262306252,77.63773704922501,1.0,402.3790747380801,-1.0
3,16,-16.0,380.765508347166,3.8283838775702246,15.0,0.20366530231698807,4417.579734237481,0.20366530231698807,81.46612092679523,1.0,391.00963053286125,-1.0
3,17,-17.0,371.50185178401733,3.707173653314281,15.0,0.2129332364502738,4270.814225890314,0.2129332364502738,85.17329458010951,1.0,380.765508347166,-1.0
3,18,-18.0,363.0965167340261,3.5995574795531393,15.0,0.22193213014915664,4133.312374106297,0.22193213014915664,88.77285205966265,1.0,371.50185178401733,-1.0
3,19,-19.0,355.4459088989771,3.503805930219688,15.0,0.23069164497470585,4004.2158573722713,0.23069164497470585,92.27665798988234,1.0,363.0965167340261,-1.0
3,20,-20.0,348.4616881908597,3.4183185865038563,15.0,0.23923744144096548,3882.7699484732943,0.23923744144096548,95.6949765763862,1.0,355.4459088989771,-1.0
3,21,-21.0,342.0681390102394,3.341675946782389,15.0,0.24759163130792147,3768.3082602824347,0.24759163130792147,99.03665252316858,1.0,348.4616881908597,-1.0
3,22,-22.0,336.2000564965209,3.2726537707064103,-20.0,0.2557732657346875,3660.240121272195,0.2557732657346875,102.309306293875,1.0,342.0681390102394,-1.0
3,23,-23.0,334.33673358487584,5.522835107171638,-20.0,0.2695803535026166,3625.2800760749783,0.2695803535026166,107.83214140104664,0.8,268.96004519721674,-1.0
3,24,-24.0,332.5688927748918,7.6145600877231425,-20.0,0.28861675372192447,3591.8106892070778,0.28861675372192447,115.44670148876979,0.8,267.4693868679007,-1.0
3,25,-25.0,330.8904560980359,9.581149681066599,-20.0,0.312569627924591,3559.7555749871644,0.312569627924591,125.0278511698364,0.8,266.0551142199135,-1.0
3,26,-26.0,329.2958212349521,11.427538666020816,-20.0,0.341138474589643,3529.043210108736,0.341138474589643,136.4553898358572,0.8,264.71236487842873,-1.0
3,27,-27.0,327.7798172586988,13.1511906926694,-20.0,0.3740164513213165,3499.606553120774,0.3740164513213165,149.6065805285266,0.8,263.43665698796167,-1.0
3,28,-28.0,326.33766512408863,14.748375794304096,-20.0,0.4108873908070767,3471.382699313815,0.4108873908070767,164.35495632283067,0.8,262.2238538069591,-1.0
3,29,-29.0,324.96494232929774,16.216555062983108,-20.0,0.45142877846453444,3444.3125672145443,0.45142877846453444,180.57151138581378,0.8,261.0701320992709,-1.0
3,30,-30.0,323.65755125290684,17.55529369221263,-20.0,0.495317012695066,3418.340613351106,0.495317012695066,198.1268050780264,0.8,259.9719538634382,-1.0
3,31,-31.0,322.41169073520564,18.76647696197777,20.0,0.5422332051000104,3393.414572348781,0.5422332051000104,216.89328204000415,0.8,258.92604100232546,-1.0
3,32,-32.0,318.06281496002947,15.862238926643556,20.0,0.5818888024166192,3305.0028816135755,0.5818888024166192,232.7555209666477,1.0,322.41169073520564,-1.0
3,33,-33.0,314.0293465441222,13.287807183956385,20.0,0.6151083203765102,3220.940066653546,0.6151083203765102,246.04332815060408,1.0,318.06281496002947,-1.0
3,34,-34.0,310.28133571813976,10.976049597108894,20.0,0.6425484443692824,3140.910720109424,0.6425484443692824,257.01937774771295,1.0,314.0293465441222,-1.0
3,35,-35.0,306.7923204298215,8.88460872033903,20.0,0.66475996617013,3064.629384391284,0.66475996617013,265.903986468052,1.0,310.28133571813976,-1.0
3,36,-36.0,303.5388483681662,6.993323549395123,20.0,0.6822432750436178,2991.8370639614627,0.6822432750436178,272.8973100174471,1.0,306.7923204298215,-1.0
3,37,-37.0,300.5000739218829,5.308707349178289,20.0,0.6955150434165636,2922.2982155932964,0.6955150434165636,278.2060173666254,1.0,303.5388483681662,-1.0
3,38,-38.0,297.6574169076615,3.879426867085441,20.0,0.7052136105842771,2855.7981416714133,0.7052136105842771,282.08544423371086,1.0,300.5000739218829,-1.0
3,39,-39.0,294.99427245514636,2.8213690065185775,20.0,0.7122670331005736,2792.1407247637517,0.7122670331005736,284.90681324022944,1.0,297.6574169076615,-1.0
3,40,-40.0,292.49576344801494,2.2706650472582566,20.0,0.7179436957187193,2731.146452308605,0.7179436957187193,287.1774782874877,1.0,294.99427245514636,-1.0
3,41,-41.0,290.14852851704825,2.1230622944241158,20.0,0.7232513514547796,2672.65068886059,0.7232513514547796,289.30054058191183,1.0,292.49576344801494,-1.0
3,42,-42.0,287.9405398543671,2.0939618409678666,20.0,0.7284862560571993,2616.5021603435416,0.7284862560571993,291.3945024228797,1.0,290.14852851704825,-1.0
3,43,-43.0,285.86094613875383,2.0773973017280496,20.0,0.7336797493115195,2562.5616204891744,0.7336797493115195,293.4718997246078,1.0,287.9405398543671,-1.0
3,44,-44.0,283.89993668429156,2.0623945884299526,20.0,0.7388357357825943,2510.7006743504207,0.7388357357825943,295.5342943130377,1.0,285.86094613875383,-1.0
3,45,-45.0,282.04862359011923,2.048282880413029,20.0,0.7439564429836268,2460.800737666129,0.7439564429836268,297.58257719345073,1.0,283.89993668429156,-1.0
3,46,-46.0,280.2989392102226,2.034969998353261,20.0,0.74904386797951,2412.7521140760095,0.74904386797951,299.61754719180396,1.0,282.04862359011923,-1.0
3,47,-47.0,278.64354670401787,2.0223952553487585,0.0,0.7540998561178819,2366.453174865787,0.7540998561178819,301.63994244715275,1.0,280.2989392102226,-1.0
3,48,-48.0,277.07576179074493,3.438589490528606,0.0,0.7626963298442034,2321.809628161769,0.7626963298442034,305.07853193768136,1.0,278.64354670401787,-1.0
3,49,-49.0,275.589484128877,4.382841103112346,0.0,0.7736534326019843,2278.7338663710243,0.7736534326019843,309.4613730407937,1.0,277.07576179074493,-1.0
3,50,-50.0,274.17913698814016,5.121589867886108,0.0,0.7864574072716995,2237.1443822421475,0.7864574072716995,314.5829629086798,1.0,275.589484128877,-1.0
3,51,-51.0,272.8396140860622,5.733484908267647,0.0,0.8007911195423687,2196.965245254007,0.8007911195423687,320.31644781694746,1.0,274.17913698814016,-1.0
3,52,-52.0,271.56623263101454,6.255210061458138,0.0,0.8164291446960139,2158.125631167945,0.8164291446960139,326.5716578784056,1.0,272.8396140860622,-1.0
3,53,-53.0,270.3546917556981,6.707718754611556,0.0,0.8331984415825429,2120.5593985369305,0.8331984415825429,333.27937663301714,1.0,271.56623263101454,-1.0
3,54,-54.0,269.2010356439801,7.104517068282308,0.0,0.8509597342532486,2084.2047067812323,0.8509597342532486,340.3838937012994,1.0,270.3546917556981,-1.0
3,55,-55.0,268.1016207539532,7.455049827244309,0.0,0.8695973588213594,2049.0036711372522,0.8695973588213594,347.8389435285437,1.0,269.2010356439801,-1.0
3,56,-56.0,267.05308662435334,7.766320478558492,0.0,0.8890131600177555,2014.902050383299,0.8890131600177555,355.6052640071022,1.0,268.1016207539532,-1.0
3,57,-57.0,266.0523298227124,8.043754293723294,0.0,0.9091225457520637,1981.8489637589455,0.9091225457520637,363.6490183008255,1.0,267.05308662435334,-1.0
3,58,-58.0,265.0964806540168,8.291696475250227,0.0,0.9298517869401892,1949.796633936233,0.9298517869401892,371.9407147760757,1.0,266.0523298227124,-1.0
3,59,-59.0,264.1828822999855,8.51371795603758,0.0,0.9511360818302832,1918.7001532822164,0.9511360818302832,380.4544327321133,1.0,265.0964806540168,-1.0
3,60,-60.0,263.30907210284636,8.71281281137359,0.0,0.9729181138587171,1888.517270982231,0.9729181138587171,389.16724554348684,1.0,264.1828822999855,-1.0
3,61,-61.0,262.47276474488484,8.891531189484104,0.0,0.9951469418324274,1859.2081988793846,0.9951469418324274,398.05877673297095,1.0,263.30907210284636,-1.0
3,62,-62.0,261.6718371070788,9.052072138463263,0.0,1.0,1830.7354341344997,1.0,400,1.0,262.47276474488484,-1.0
4,1,-1.0,830.5894722024044,5.135237782782243,15.0,0.012838094456955607,9069.026652,0.012838094456955607,5.135237782782243,1.0,922.973348,-1.0
4,2,-2.0,755.961947872851,5.8272973425906045,15.0,0.027406337813432116,8472.437179797596,0.027406337813432116,10.962535125372847,1.0,830.5894722024044,-1.0
4,3,-3.0,694.7564879275687,6.082448488340906,15.0,0.042612459034284386,7950.4752319247455,0.042612459034284386,17.044983613713754,1.0,755.961947872851,-1.0
4,4,-4.0,643.897561160472,6.113365299949777,15.0,0.05789587228415883,7489.718743997177,0.05789587228415883,23.15834891366353,1.0,694.7564879275687,-1.0
4,5,-5.0,601.1506645871276,6.015453802271468,15.0,0.0729345067898375,7079.821182836705,0.0729345067898375,29.173802715934997,1.0,643.897561160472,-1.0
4,6,-6.0,564.8587605980133,5.842023654350884,15.0,0.0875395659257147,6712.670518249577,0.0875395659257147,35.01582637028588,1.0,601.1506645871276,-1.0
4,7,-7.0,533.7708162132967,5.626329259545787,15.0,0.10160538907457915,6381.811757651563,0.10160538907457915,40.64215562983166,1.0,564.8587605980133,-1.0
4,8,-8.0,506.92724825862695,5.390402772530419,15.0,0.11508139600590521,6082.040941438267,0.11508139600590521,46.032558402362085,1.0,533.7708162132967,-1.0
4,9,-9.0,483.58157479632354,5.149260714176756,15.0,0.1279545477913471,5809.11369317964,0.1279545477913471,51.18181911653884,1.0,506.92724825862695,-1.0
4,10,-10.0,463.14570549963145,4.913144051112057,15.0,0.14023740791912723,5559.532118383317,0.14023740791912723,56.094963167650896,1.0,483.58157479632354,-1.0
4,11,-11.0,445.15102392421744,4.688823841347778,15.0,0.15195946752249667,5330.386412883685,0.15195946752249667,60.78378700899867,1.0,463.14570549963145,-1.0
4,12,-12.0,429.22023816763175,4.480441439531826,15.0,0.16316057112132626,5119.235388959468,0.16316057112132626,65.2642284485305,1.0,445.15102392421744,-1.0
4,13,-13.0,415.0467112834141,4.2901178373537405,15.0,0.1738858657147106,4924.015150791836,0.1738858657147106,69.55434628588424,1.0,429.22023816763175,-1.0
4,14,-14.0,402.3790747380801,4.118449596381347,15.0,0.18418198970566396,4742.968439508422,0.18418198970566396,73.67279588226559,1.0,415.0467112834141,-1.0
4,15,-15.0,391.00963053286125,3.9649411669594232,15.0,0.19409434262306252,4574.589364770342,0.19409434262306252,77.63773704922501,1.0,402.3790747380801,-1.0
4,16,-16.0,380.765508347166,3.8283838775702246,15.0,0.20366530231698807,4417.579734237481,0.20366530231698807,81.46612092679523,1.0,391.00963053286125,-1.0
4,17,-17.0,371.50185178401733,3.707173653314281,15.0,0.2129332364502738,4270.814225890314,0.2129332364502738,85.17329458010951,1.0,380.765508347166,-1.0
4,18,-18.0,363.0965167340261,3.5995574795531393,15.0,0.22193213014915664,4133.312374106297,0.22193213014915664,88.77285205966265,1.0,371.50185178401733,-1.0
4,19,-19.0,355.4459088989771,3.503805930219688,15.0,0.23069164497470585,4004.2158573722713,0.23069164497470585,92.27665798988234,1.0,363.0965167340261,-1.0
4,20,-20.0,348.4616881908597,3.4183185865038563,15.0,0.23923744144096548,3882.7699484732943,0.23923744144096548,95.6949765763862,1.0,355.4459088989771,-1.0
4,21,-21.0,342.0681390102394,3.341675946782389,15.0,0.24759163130792147,3768.3082602824347,0.24759163130792147,99.03665252316858,1.0,348.4616881908597,-1.0
4,22,-22.0,336.2000564965209,3.2726537707064103,-20.0,0.2557732657346875,3660.240121272195,0.2557732657346875,102.309306293875,1.0,342.0681390102394,-1.0
4,23,-23.0,334.33673358487584,5.522835107171638,-20.0,0.2695803535026166,3625.2800760749783,0.2695803535026166,107.83214140104664,0.8,268.96004519721674,-1.0
4,24,-24.0,332.5688927748918,7.6145600877231425,-20.0,0.28861675372192447,3591.8106892070778,0.28861675372192447,115.44670148876979,0.8,267.4693868679007,-1.0
4,25,-25.0,330.8904560980359,9.581149681066599,-20.0,0.312569627924591,3559.7555749871644,0.312569627924591,125.0278511698364,0.8,266.0551142199135,-1.0
4,26,-26.0,329.2958212349521,11.427538666020816,-20.0,0.341138474589643,3529.043210108736,0.341138474589643,136.4553898358572,0.8,264.71236487842873,-1.0
4,27,-27.0,327.7798172586988,13.1511906926694,-20.0,0.3740164513213165,3499.606553120774,0.3740164513213165,149.6065805285266,0.8,263.43665698796167,-1.0
4,28,-28.0,326.33766512408863,14.748375794304096,-20.0,0.4108873908070767,3471.382699313815,0.4108873908070767,164.35495632283067,0.8,262.2238538069591,-1.0
4,29,-29.0,324.96494232929774,16.216555062983108,-20.0,0.45142877846453444,3444.3125672145443,0.45142877846453444,180.57151138581378,0.8,261.0701320992709,-1.0
4,30,-30.0,323.65755125290684,17.55529369221263,-20.0,0.495317012695066,3418.340613351106,0.495317012695066,198.1268050780264,0.8,259.9719538634382,-1.0
4,31,-31.0,322.41169073520564,18.76647696197777,20.0,0.5422332051000104,3393.414572348781,0.5422332051000104,216.89328204000415,0.8,258.92604100232546,-1.0
4,32,-32.0,318.06281496002947,15.862238926643556,20.0,0.5818888024166192,3305.0028816135755,0.5818888024166192,232.7555209666477,1.0,322.41169073520564,-1.0
4,33,-33.0,314.0293465441222,13.287807183956385,20.0,0.6151083203765102,3220.940066653546,0.6151083203765102,246.04332815060408,1.0,318.06281496002947,-1.0
4,34,-34.0,310.28133571813976,10.976049597108894,20.0,0.6425484443692824,3140.910720109424,0.6425484443692824,257.01937774771295,1.0,314.0293465441222,-1.0
4,35,-35.0,306.7923204298215,8.88460872033903,20.0,0.66475996617013,3064.629384391284,0.66475996617013,265.903986468052,1.0,310.28133571813976,-1.0
4,36,-36.0,303.5388483681662,6.993323549395123,20.0,0.6822432750436178,2991.8370639614627,0.6822432750436178,272.8973100174471,1.0,306.7923204298215,-1.0
4,37,-37.0,300.5000739218829,5.308707349178289,20.0,0.6955150434165636,2922.2982155932964,0.6955150434165636,278.2060173666254,1.0,303.5388483681662,-1.0
4,38,-38.0,297.6574169076615,3.879426867085441,20.0,0.7052136105842771,2855.7981416714133,0.7052136105842771,282.08544423371086,1.0,300.5000739218829,-1.0
4,39,-39.0,294.99427245514636,2.8213690065185775,20.0,0.7122670331005736,2792.1407247637517,0.7122670331005736,284.90681324022944,1.0,297.6574169076615,-1.0
4,40,-40.0,292.49576344801494,2.2706650472582566,20.0,0.7179436957187193,2731.146452308605,0.7179436957187193,287.1774782874877,1.0,294.99427245514636,-1.0
4,41,-41.0,290.14852851704825,2.1230622944241158,20.0,0.7232513514547796,2672.65068886059,0.7232513514547796,289.30054058191183,1.0,292.49576344801494,-1.0
4,42,-42.0,287.9405398543671,2.0939618409678666,20.0,0.7284862560571993,2616.5021603435416,0.7284862560571993,291.3945024228797,1.0,290.14852851704825,-1.0
